,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,pixel_65,pixel_66,pixel_67,pixel_68,pixel_69,pixel_70,pixel_71,pixel_72,pixel_73,pixel_74,pixel_75,pixel_76,pixel_77,pixel_78,pixel_79,pixel_80,pixel_81,pixel_82,pixel_83,pixel_84,pixel_85,pixel_86,pixel_87,pixel_88,pixel_89,pixel_90,pixel_91,pixel_92,pixel_93,pixel_94,pixel_95,pixel_96,pixel_97,pixel_98,pixel_99,energy (MeV),radius (mm)
0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2727272727272727,0.2,0.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0.1,0.2727272727272727,0.05,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2,0.18181818181818182,0.05,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.1,0.09090909090909091,0.1,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.1,0.0,0.15,0.5,0.0,0.0,1.0,0.25,0.14285714285714285,0.0,0.1,0.18181818181818182,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,1.0,1.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,4.04487419128418,2425.25390625
1,0.0,0.0,0.0,0.5,0.0,0.0,0.058823529411764705,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.1,0.17647058823529413,0.125,0.07142857142857142,0.16,0.0,0.0,0.0,0.5,0.0,0.3,0.11764705882352941,0.125,0.21428571428571427,0.04,0.0,0.0,0.3333333333333333,0.0,0.0,0.1,0.17647058823529413,0.125,0.07142857142857142,0.12,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.23529411764705882,0.25,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.07142857142857142,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.125,0.21428571428571427,0.08,0.0,0.0,0.0,0.0,0.25,0.1,0.058823529411764705,0.0,0.14285714285714285,0.04,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.125,0.07142857142857142,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.14285714285714285,0.16,3.5469107627868652,3926.669921875
2,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.2,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.5,0.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.09090909090909091,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.2,0.18181818181818182,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.09090909090909091,2.6806387901306152,3859.64208984375
3,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07142857142857142,0.10526315789473684,0.047619047619047616,0.07692307692307693,0.0,0.25,0.0,0.2222222222222222,0.0,0.0,0.21428571428571427,0.0,0.047619047619047616,0.19230769230769232,0.0,0.0,0.4,0.0,0.1111111111111111,0.15384615384615385,0.07142857142857142,0.10526315789473684,0.19047619047619047,0.038461538461538464,0.0,0.25,0.2,0.2222222222222222,0.1111111111111111,0.38461538461538464,0.2857142857142857,0.3684210526315789,0.14285714285714285,0.11538461538461539,0.0,0.0,0.2,0.2222222222222222,0.3333333333333333,0.07692307692307693,0.07142857142857142,0.21052631578947367,0.09523809523809523,0.19230769230769232,0.0,0.5,0.0,0.1111111111111111,0.1111111111111111,0.3076923076923077,0.14285714285714285,0.10526315789473684,0.14285714285714285,0.19230769230769232,0.0,0.0,0.2,0.1111111111111111,0.2222222222222222,0.0,0.07142857142857142,0.05263157894736842,0.19047619047619047,0.11538461538461539,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.07142857142857142,0.0,0.14285714285714285,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.038461538461538464,4.298750877380371,5214.634765625
4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08333333333333333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.2,0.16666666666666666,0.1,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.2,0.3333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,1.0,0.25,0.14285714285714285,0.2,0.16666666666666666,0.3,0.07692307692307693,3.584207773208618,1686.3958740234375
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18181818181818182,0.0,0.0,0.07142857142857142,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.2857142857142857,0.18181818181818182,0.14285714285714285,0.0,0.3333333333333333,0.0,0.4,0.2857142857142857,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.09090909090909091,0.14285714285714285,0.0,0.3333333333333333,0.0,0.0,0.42857142857142855,0.0,0.09090909090909091,0.21428571428571427,0.0,0.2857142857142857,0.23529411764705882,0.0,0.75,0.2,0.14285714285714285,0.0,0.18181818181818182,0.07142857142857142,0.2727272727272727,0.21428571428571427,0.35294117647058826,0.3333333333333333,0.25,0.2,0.0,0.3333333333333333,0.2727272727272727,0.2857142857142857,0.18181818181818182,0.07142857142857142,0.29411764705882354,4.000313758850098,3871.86181640625
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.043478260869565216,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.06666666666666667,0.11764705882352941,0.045454545454545456,0.13043478260869565,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.06666666666666667,0.17647058823529413,0.13636363636363635,0.13043478260869565,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.058823529411764705,0.09090909090909091,0.13043478260869565,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.625,0.2,0.23529411764705882,0.18181818181818182,0.21739130434782608,1.0,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.125,0.26666666666666666,0.23529411764705882,0.18181818181818182,0.21739130434782608,0.0,0.3333333333333333,0.0,0.2222222222222222,0.16666666666666666,0.125,0.3333333333333333,0.11764705882352941,0.2727272727272727,0.13043478260869565,4.135279178619385,3998.80908203125
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05,0.0,0.041666666666666664,0.2,0.0,0.3333333333333333,0.0,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1,0.058823529411764705,0.08333333333333333,0.4,0.25,0.0,0.25,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1,0.11764705882352941,0.125,0.0,0.0,0.0,0.125,0.0,0.3333333333333333,0.1111111111111111,0.2,0.17647058823529413,0.16666666666666666,0.4,0.5,0.3333333333333333,0.125,0.25,0.1111111111111111,0.3333333333333333,0.15,0.23529411764705882,0.16666666666666666,0.0,0.0,0.3333333333333333,0.375,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.25,0.29411764705882354,0.20833333333333334,0.0,0.25,0.0,0.125,0.25,0.2222222222222222,0.0,0.1,0.11764705882352941,0.125,3.6061713695526123,4845.125
8,0.0,0.0,0.4,0.5,0.3333333333333333,0.25,0.41379310344827586,0.34782608695652173,0.32142857142857145,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.3103448275862069,0.391304347826087,0.17857142857142858,0.2222222222222222,0.0,0.0,0.2,0.125,0.25,0.16666666666666666,0.06896551724137931,0.043478260869565216,0.21428571428571427,0.14814814814814814,0.0,0.5,0.2,0.375,0.08333333333333333,0.0,0.20689655172413793,0.13043478260869565,0.07142857142857142,0.037037037037037035,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.07407407407407407,0.0,0.0,0.2,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.07142857142857142,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.03571428571428571,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,3.58481502532959,5074.46337890625
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.05263157894736842,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2,0.15789473684210525,0.10714285714285714,0.21428571428571427,0.0,0.2,0.0,0.0,0.13333333333333333,0.4444444444444444,0.13333333333333333,0.05263157894736842,0.17857142857142858,0.0,0.0,0.2,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.13333333333333333,0.2631578947368421,0.10714285714285714,0.21428571428571427,0.0,0.4,0.0,0.4444444444444444,0.13333333333333333,0.2222222222222222,0.3333333333333333,0.21052631578947367,0.2857142857142857,0.21428571428571427,0.0,0.2,0.5,0.2222222222222222,0.3333333333333333,0.0,0.13333333333333333,0.2631578947368421,0.21428571428571427,0.14285714285714285,4.417253017425537,4697.77734375
10,0.0,0.5,0.6666666666666666,0.5,0.2,0.5454545454545454,0.625,0.42105263157894735,0.5,0.3333333333333333,0.0,0.25,0.16666666666666666,0.25,0.4,0.18181818181818182,0.25,0.21052631578947367,0.1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.125,0.21052631578947367,0.0,0.16666666666666666,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.2,0.125,0.0,0.0,0.0,0.25,0.0,0.09090909090909091,0.0,0.0,0.1,0.125,0.0,0.0,0.0,0.0,0.2,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.1,0.041666666666666664,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5779881477355957,4072.698974609375
