AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0.801837682723999,0.7414591312408447,0.5386555194854736,0.7521827816963196,0.6641940474510193,0.5948123931884766
0.9417795538902283,0.8641200661659241,0.30570435523986816,0.8802171945571899,0.7602428793907166,0.4230263829231262
0.9797987341880798,0.9212459921836853,0.18093599379062653,0.9131554365158081,0.7941232919692993,0.3820975422859192
0.9887402057647705,0.942371666431427,0.1347789466381073,0.9590178728103638,0.8610961437225342,0.26964887976646423
0.9924959540367126,0.9529633522033691,0.10964051634073257,0.9803955554962158,0.9082366228103638,0.1879090666770935
0.9935415387153625,0.9563401937484741,0.10203945636749268,0.9666919112205505,0.8797755241394043,0.2728106379508972
0.9952278733253479,0.9634150266647339,0.08680865913629532,0.9493388533592224,0.8683411478996277,0.3626173734664917
0.9957379698753357,0.9661824107170105,0.08208653330802917,0.9807879328727722,0.916096568107605,0.1754671335220337
0.9968162178993225,0.9710252285003662,0.07004129141569138,0.9708908796310425,0.8854254484176636,0.2604617178440094
0.9969606399536133,0.9722936153411865,0.06829723715782166,0.9906937479972839,0.9391574859619141,0.12582813203334808
0.9976357221603394,0.9761069416999817,0.05960797518491745,0.980175256729126,0.9188638925552368,0.19028563797473907
0.997945249080658,0.9780506491661072,0.05501147359609604,0.9852537512779236,0.9325082898139954,0.16996043920516968
0.9981377720832825,0.9793766736984253,0.05212413892149925,0.9681079983711243,0.9035475254058838,0.27347224950790405
0.9983012080192566,0.9806697368621826,0.049450743943452835,0.9897242188453674,0.9498423933982849,0.1297307014465332
0.9986066818237305,0.9823499321937561,0.044514868408441544,0.9950365424156189,0.9645630121231079,0.08910220861434937
0.9987939596176147,0.9840301275253296,0.040441639721393585,0.9954789280891418,0.9668498635292053,0.08505001664161682
0.9988073706626892,0.9849360585212708,0.039339274168014526,0.9937031269073486,0.9661772847175598,0.09739229083061218
0.9988116025924683,0.9852408170700073,0.03839851915836334,0.9910797476768494,0.9561073184013367,0.12147750705480576
0.9990565180778503,0.9870445132255554,0.03434119001030922,0.9949614405632019,0.9626604914665222,0.09355371445417404
