AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0.9990953207015991,0.9868304133415222,0.033175233751535416,0.9708152413368225,0.9204589128494263,0.2638467848300934
0.9992529153823853,0.9880658388137817,0.03081609681248665,0.9672597646713257,0.9009531736373901,0.2820052206516266
0.9990959167480469,0.9875386953353882,0.03386563062667847,0.9959874749183655,0.9673495292663574,0.08079273998737335
0.9992595911026001,0.9896389245986938,0.028301464393734932,0.9806798100471497,0.9304327964782715,0.18124116957187653
0.9992834329605103,0.9890376925468445,0.029189838096499443,0.9975385069847107,0.9795910716056824,0.05697250738739967
0.9993194341659546,0.990289568901062,0.02654091827571392,0.9944432377815247,0.9723268747329712,0.08795738965272903
0.9993028044700623,0.9902319312095642,0.026638681069016457,0.9931744933128357,0.9661580324172974,0.09995917230844498
0.9993792176246643,0.9910308122634888,0.024381456896662712,0.996829628944397,0.9794949889183044,0.061065785586833954
0.9994006156921387,0.9917061924934387,0.023707270622253418,0.9851294755935669,0.9567991495132446,0.15049250423908234
0.9994637966156006,0.9914343953132629,0.023297272622585297,0.993803858757019,0.974133312702179,0.08822295814752579
0.9994544386863708,0.9917473793029785,0.022718166932463646,0.991814374923706,0.9573948979377747,0.11628855019807816
0.9995208382606506,0.9922415614128113,0.021085212007164955,0.9962701201438904,0.9819163680076599,0.060982294380664825
0.9996266961097717,0.9926121830940247,0.019565390422940254,0.9923765063285828,0.9594895839691162,0.11000930517911911
0.9995031356811523,0.9925133585929871,0.021218400448560715,0.9965095520019531,0.9796295166015625,0.06484536081552505
0.9995734095573425,0.9929169416427612,0.019947022199630737,0.9962528944015503,0.9732685089111328,0.07113272696733475
0.9996213316917419,0.9937652349472046,0.01762058399617672,0.9933512210845947,0.9673110842704773,0.09908612072467804
0.9995492100715637,0.9927851557731628,0.02036851830780506,0.996527373790741,0.9700207710266113,0.0753045305609703
0.9996352195739746,0.9939628839492798,0.016816116869449615,0.99762362241745,0.9802252054214478,0.05523843690752983
0.9995681047439575,0.993880569934845,0.018021095544099808,0.9925771355628967,0.9665808081626892,0.10300567001104355
0.9996635913848877,0.9943252801895142,0.016613278537988663,0.996576726436615,0.9789953231811523,0.06253685802221298
0.999666690826416,0.99411940574646,0.01611580140888691,0.9961584210395813,0.9728072881698608,0.07502353936433792
0.999609649181366,0.993666410446167,0.01752791740000248,0.9938383102416992,0.9646206498146057,0.09590383619070053
0.9996759295463562,0.9939628839492798,0.01681753247976303,0.9943447709083557,0.9719809293746948,0.08704520016908646
0.9995468258857727,0.9939546585083008,0.018043672665953636,0.9922730922698975,0.9672534465789795,0.10442251712083817
0.9996921420097351,0.9945641160011292,0.015313994139432907,0.9965628981590271,0.9775155782699585,0.06808093935251236
0.9997438192367554,0.9956348538398743,0.012441858649253845,0.9927241802215576,0.9720385670661926,0.09552272409200668
0.9996570944786072,0.9945312142372131,0.015103516168892384,0.9966300129890442,0.9800522923469543,0.062226489186286926
0.9995678067207336,0.994127631187439,0.017122961580753326,0.9976854920387268,0.9801291227340698,0.05492981895804405
0.9997575879096985,0.9950912594795227,0.013372775167226791,0.9971847534179688,0.981820285320282,0.05502493679523468
0.999731719493866,0.9953218698501587,0.013197983615100384,0.9928710460662842,0.9735183119773865,0.09223008155822754
0.9996766448020935,0.9950994849205017,0.01402470376342535,0.9959589242935181,0.9675609469413757,0.08373553305864334
0.9996592998504639,0.9946135878562927,0.0152374766767025,0.993520975112915,0.9635636806488037,0.10086803138256073
0.999708354473114,0.9957995414733887,0.012153396382927895,0.9956199526786804,0.9686755537986755,0.08134960383176804
0.9996989369392395,0.9955030679702759,0.01315754372626543,0.997065544128418,0.9751133918762207,0.06610976159572601
0.9996728897094727,0.9950006604194641,0.014085836708545685,0.9942850470542908,0.9789184331893921,0.07665494829416275
