AUC,accuracy,loss,val_AUC,val_accuracy,val_loss
0.9992237687110901,0.9886917471885681,0.029553065076470375,0.9919078946113586,0.9507840871810913,0.12097854912281036
0.9991378784179688,0.9880740642547607,0.031557776033878326,0.9844950437545776,0.9280498027801514,0.18410472571849823
0.9992765784263611,0.9890294671058655,0.028707284480333328,0.9931455850601196,0.9606234431266785,0.1077456995844841
0.9993991851806641,0.9898448586463928,0.02616138756275177,0.9909718036651611,0.9607387185096741,0.12464134395122528
0.9993852376937866,0.9901248812675476,0.02649376355111599,0.9967150688171387,0.9820893406867981,0.0573933869600296
0.999345064163208,0.9900259971618652,0.026623189449310303,0.9906151294708252,0.9450957179069519,0.14115780591964722
0.9993443489074707,0.9905366897583008,0.026041369885206223,0.9961251020431519,0.9740948677062988,0.0720474123954773
0.9994687438011169,0.9912285208702087,0.023611119017004967,0.996354877948761,0.9724037051200867,0.0734376609325409
0.999469518661499,0.9916073679924011,0.022952429950237274,0.9964709877967834,0.9685986638069153,0.07812277227640152
0.9994571805000305,0.9910967350006104,0.02446390502154827,0.9910486340522766,0.9515720009803772,0.12967059016227722
0.9994891285896301,0.9917967915534973,0.022693628445267677,0.9969468712806702,0.9797255992889404,0.059190571308135986
0.9994550943374634,0.9919533133506775,0.02188367396593094,0.997584342956543,0.9762279987335205,0.06069421023130417
0.9995995759963989,0.9925051331520081,0.02031593769788742,0.9966309070587158,0.974267840385437,0.0692908987402916
0.9994986653327942,0.9924474358558655,0.02079099230468273,0.9941174387931824,0.9564532041549683,0.10835108160972595
0.9995255470275879,0.9922580122947693,0.0210360586643219,0.9954186677932739,0.965293288230896,0.09337115287780762
0.999588668346405,0.9931063652038574,0.01915842294692993,0.9912577271461487,0.9579137563705444,0.12022452801465988
0.9995473623275757,0.9930239915847778,0.01880008913576603,0.9971761703491211,0.970405101776123,0.06861837208271027
0.999570369720459,0.9935181736946106,0.0185991320759058,0.997222900390625,0.9783995747566223,0.05993645638227463
0.9996296763420105,0.9938558340072632,0.017144769430160522,0.993523359298706,0.9666192531585693,0.09975485503673553
0.999646782875061,0.993674635887146,0.01750527322292328,0.9963188767433167,0.978553295135498,0.06500914692878723
0.9995467066764832,0.9937570095062256,0.017671581357717514,0.9934645891189575,0.9685986638069153,0.09992451965808868
0.9996035695075989,0.9935758113861084,0.017572661861777306,0.9933250546455383,0.9663886427879333,0.10259808599948883
0.9996673464775085,0.994374692440033,0.0157534871250391,0.996246874332428,0.9740564227104187,0.07608434557914734
0.9996138215065002,0.9935593605041504,0.018713023513555527,0.9962902069091797,0.9705396294593811,0.0761810690164566
0.9996612668037415,0.9946959018707275,0.015092944726347923,0.9989442825317383,0.9853755235671997,0.03808620572090149
0.999688982963562,0.9943417906761169,0.015430844388902187,0.9977539777755737,0.979475736618042,0.05561859533190727
0.999735414981842,0.9948524236679077,0.01428463589400053,0.9972164034843445,0.9747674465179443,0.06632792204618454
0.9996375441551208,0.9939958453178406,0.01729818433523178,0.9978588819503784,0.9844146370887756,0.049978502094745636
0.9997610449790955,0.9952065348625183,0.013509987853467464,0.9984329342842102,0.982646644115448,0.04560067504644394
0.9997053146362305,0.9947370886802673,0.014784782193601131,0.9982841610908508,0.9839726090431213,0.043987713754177094
0.9997501969337463,0.9956266283988953,0.01223978865891695,0.9974672198295593,0.9844146370887756,0.04882614687085152
0.9997243881225586,0.9954701066017151,0.013310696929693222,0.9959754347801208,0.9817049503326416,0.06417439877986908
0.9997084736824036,0.9952971339225769,0.013754304498434067,0.9975370168685913,0.9811860918998718,0.05275193229317665
0.9995537996292114,0.9951900839805603,0.015253832563757896,0.9994441270828247,0.9892958998680115,0.026618247851729393
0.9997209310531616,0.9956513047218323,0.01263057067990303,0.9988848567008972,0.9866438508033752,0.03769661858677864
0.9997346997261047,0.9958901405334473,0.012528046034276485,0.9980350136756897,0.9832231402397156,0.04806464537978172
0.9996402859687805,0.9954536557197571,0.013836930505931377,0.9983322620391846,0.9796679019927979,0.052003078162670135
0.9996736645698547,0.9954454302787781,0.013780567795038223,0.9992479681968689,0.9910830855369568,0.026151638478040695
0.9997386932373047,0.996137261390686,0.011598993092775345,0.9979352355003357,0.9774386882781982,0.05594279617071152
0.9997572302818298,0.9959560632705688,0.011180795729160309,0.9976159334182739,0.9820124506950378,0.05307416990399361
0.9996331334114075,0.9954536557197571,0.014466313645243645,0.9989321827888489,0.9881235957145691,0.03335278108716011
0.9997625946998596,0.9960631132125854,0.01143113523721695,0.9994473457336426,0.9915058612823486,0.02220359817147255
0.999799370765686,0.996170163154602,0.010628091171383858,0.9987483024597168,0.9828964471817017,0.04095996171236038
0.9997164607048035,0.9964255094528198,0.010988746769726276,0.9989960193634033,0.9898339509963989,0.029455672949552536
0.9997391700744629,0.9960960745811462,0.011493314988911152,0.9945821166038513,0.9655430912971497,0.08872778713703156
0.9998011589050293,0.996606707572937,0.010043555870652199,0.998730480670929,0.9869897961616516,0.03599099814891815
0.9997850656509399,0.9956760406494141,0.011878496035933495,0.9990510940551758,0.9876431822776794,0.03134297952055931
0.9997903108596802,0.9965078830718994,0.010000573471188545,0.9980564117431641,0.9899492859840393,0.03601494058966637
0.9997760653495789,0.9962607622146606,0.011599930003285408,0.9975912570953369,0.9822046160697937,0.0526622049510479
0.9998143315315247,0.9969608783721924,0.00915626809000969,0.9990517497062683,0.9886424541473389,0.03188655152916908
0.9997661113739014,0.9960960745811462,0.01104558352380991,0.9910900592803955,0.9605465531349182,0.1146317571401596
0.9998139142990112,0.9963019490242004,0.010244205594062805,0.9987236857414246,0.9888538718223572,0.034401074051856995
0.9997879266738892,0.9969773292541504,0.008823013864457607,0.9984003901481628,0.9885079264640808,0.03656358644366264
0.9997650980949402,0.996145486831665,0.011090531945228577,0.9984311461448669,0.9844530820846558,0.04359925910830498
0.9997236728668213,0.9965161085128784,0.010876328684389591,0.9985291957855225,0.9877392649650574,0.03923186659812927
0.9998278617858887,0.9971749782562256,0.008402518928050995,0.9987881779670715,0.9868360161781311,0.036105554550886154
0.9997848272323608,0.996606707572937,0.009933240711688995,0.9979195594787598,0.9754592776298523,0.05792238190770149
0.9998415112495422,0.9974385499954224,0.0077490536496043205,0.9949671030044556,0.9705780744552612,0.0847015380859375
0.9997788071632385,0.9968785047531128,0.009235648438334465,0.9983674883842468,0.990103006362915,0.03294725343585014
0.9998050332069397,0.9965655207633972,0.009828800335526466,0.9990813732147217,0.9928126931190491,0.020528990775346756
0.9997686743736267,0.9968620538711548,0.009213746525347233,0.9985846281051636,0.9899300336837769,0.031101498752832413
0.9998469352722168,0.996853768825531,0.008971814066171646,0.9974440336227417,0.9838957786560059,0.0486738421022892
0.9998214840888977,0.9967055320739746,0.009113679639995098,0.9991605877876282,0.992313027381897,0.0224267840385437
0.999792218208313,0.9969937801361084,0.008943858556449413,0.9963223338127136,0.9877969026565552,0.0518667958676815
