Analysis20_bMR_r0000355992_s012_p005.root	1150810964	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r355900/Analysis20_bMR_r0000355992_s012_p005.root	8b67429f
Analysis20_bMR_r0000356029_s006_p005.root	1153439342	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r356000/Analysis20_bMR_r0000356029_s006_p005.root	cdfda47a
Analysis20_bMR_r0000356305_s004_p008.root	1234225122	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r356300/Analysis20_bMR_r0000356305_s004_p008.root	6e7552a1
Analysis20_bMR_r0000356453_s001_p005.root	1150914208	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r356400/Analysis20_bMR_r0000356453_s001_p005.root	6bcc9bc4
Analysis20_bMR_r0000357178_s012_p005.root	1146704104	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357100/Analysis20_bMR_r0000357178_s012_p005.root	fbab2e55
Analysis20_bMR_r0000357380_s005_p005.root	1136527417	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357300/Analysis20_bMR_r0000357380_s005_p005.root	ab6bfdc0
Analysis20_bMR_r0000357418_s005_p005.root	1112504482	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357400/Analysis20_bMR_r0000357418_s005_p005.root	e11e5382
Analysis20_bMR_r0000357703_s007_p005.root	1146405559	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357700/Analysis20_bMR_r0000357703_s007_p005.root	cee0f134
Analysis20_bMR_r0000357825_s001_p005.root	1135543799	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357800/Analysis20_bMR_r0000357825_s001_p005.root	4279674a
Analysis20_bMR_r0000357875_s010_p005.root	1137092516	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357800/Analysis20_bMR_r0000357875_s010_p005.root	ca028aa4
Analysis20_bMR_r0000357901_s009_p005.root	1137507257	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357900/Analysis20_bMR_r0000357901_s009_p005.root	a23f0964
Analysis20_bMR_r0000357926_s015_p008.root	1104730364	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r357900/Analysis20_bMR_r0000357926_s015_p008.root	d23e7d07
Analysis20_bMR_r0000358015_s011_p008.root	1106499306	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r358000/Analysis20_bMR_r0000358015_s011_p008.root	9f9e989b
Analysis20_bMR_r0000358052_s002_p005.root	1140608173	root://xrootd.echo.stfc.ac.uk:1094//gen:snoplus/snoplus.snolab.ca/user/processing/Analysis20_bMR/r350000/r358000/Analysis20_bMR_r0000358052_s002_p005.root	8a8bbed6
